Pot,Genotype,Treatment,Nutrient,NumLeaf,Experiment,Box,leaf_lenght_cm
24,B73,Full syncom,1/4 Hoagland,L1,3,4,3.554
24,B73,Full syncom,1/4 Hoagland,L2,3,4,11.768
24,B73,Full syncom,1/4 Hoagland,L3,3,4,16.574
24,B73,Full syncom,1/4 Hoagland,L4,3,4,18.145
24,B73,Full syncom,1/4 Hoagland,L5,3,4,7.541
49,B73,No Bacteria,Full Hoagland,L1,4,1,4.471
49,B73,No Bacteria,Full Hoagland,L2,4,1,13.043
49,B73,No Bacteria,Full Hoagland,L3,4,1,26.753
49,B73,No Bacteria,Full Hoagland,L4,4,1,32.677
49,B73,No Bacteria,Full Hoagland,L5,4,1,16.554
50,B73,No Bacteria,Full Hoagland,L1,4,1,4.502
50,B73,No Bacteria,Full Hoagland,L2,4,1,15.014
50,B73,No Bacteria,Full Hoagland,L3,4,1,14.838
50,B73,No Bacteria,Full Hoagland,L4,4,1,30.972
50,B73,No Bacteria,Full Hoagland,L5,4,1,21.876
50,B73,No Bacteria,Full Hoagland,L6,4,1,9.97
51,B73,No Bacteria,Full Hoagland,L1,4,1,2.52
51,B73,No Bacteria,Full Hoagland,L2,4,1,11.177
51,B73,No Bacteria,Full Hoagland,L3,4,1,24.246
51,B73,No Bacteria,Full Hoagland,L4,4,1,28.6
51,B73,No Bacteria,Full Hoagland,L5,4,1,17.167
52,B73,No Bacteria,Full Hoagland,L1,4,1,3.67
52,B73,No Bacteria,Full Hoagland,L2,4,1,7.872
52,B73,No Bacteria,Full Hoagland,L3,4,1,20.976
52,B73,No Bacteria,Full Hoagland,L4,4,1,21.483
52,B73,No Bacteria,Full Hoagland,L5,4,1,13.599
53,B73,No Bacteria,Full Hoagland,L1,4,1,4.878
53,B73,No Bacteria,Full Hoagland,L2,4,1,13.452
53,B73,No Bacteria,Full Hoagland,L3,4,1,28.505
53,B73,No Bacteria,Full Hoagland,L4,4,1,32.814
53,B73,No Bacteria,Full Hoagland,L5,4,1,17.782
54,B73,No Bacteria,Full Hoagland,L1,4,1,3.716
54,B73,No Bacteria,Full Hoagland,L2,4,1,14.06
54,B73,No Bacteria,Full Hoagland,L3,4,1,25.109
54,B73,No Bacteria,Full Hoagland,L4,4,1,28.953
54,B73,No Bacteria,Full Hoagland,L5,4,1,19.098
55,B73,Full syncom,Full Hoagland,L1,4,2,4.094
55,B73,Full syncom,Full Hoagland,L2,4,2,13.679
55,B73,Full syncom,Full Hoagland,L3,4,2,30.026
55,B73,Full syncom,Full Hoagland,L4,4,2,34.175
55,B73,Full syncom,Full Hoagland,L5,4,2,19.606
56,B73,Full syncom,Full Hoagland,L1,4,2,4.256
56,B73,Full syncom,Full Hoagland,L2,4,2,15.366
56,B73,Full syncom,Full Hoagland,L3,4,2,29.667
56,B73,Full syncom,Full Hoagland,L4,4,2,33.083
56,B73,Full syncom,Full Hoagland,L5,4,2,21.086
57,B73,Full syncom,Full Hoagland,L1,4,2,2.169
57,B73,Full syncom,Full Hoagland,L2,4,2,6.438
57,B73,Full syncom,Full Hoagland,L3,4,2,19.148
57,B73,Full syncom,Full Hoagland,L4,4,2,27.565
57,B73,Full syncom,Full Hoagland,L5,4,2,17.012
58,B73,Full syncom,Full Hoagland,L1,4,2,2.786
58,B73,Full syncom,Full Hoagland,L2,4,2,10.921
58,B73,Full syncom,Full Hoagland,L3,4,2,24.487
58,B73,Full syncom,Full Hoagland,L4,4,2,32.428
58,B73,Full syncom,Full Hoagland,L5,4,2,23.599
59,B73,Full syncom,Full Hoagland,L1,4,2,2.16
59,B73,Full syncom,Full Hoagland,L2,4,2,7.616
59,B73,Full syncom,Full Hoagland,L3,4,2,22.86
59,B73,Full syncom,Full Hoagland,L4,4,2,34.017
59,B73,Full syncom,Full Hoagland,L5,4,2,16.465
60,B73,Full syncom,Full Hoagland,L1,4,2,2.682
60,B73,Full syncom,Full Hoagland,L2,4,2,13.211
60,B73,Full syncom,Full Hoagland,L3,4,2,29.266
60,B73,Full syncom,Full Hoagland,L4,4,2,35.945
60,B73,Full syncom,Full Hoagland,L5,4,2,21.77
61,B73,No Bacteria,1/4 Hoagland,L1,4,3,2.953
61,B73,No Bacteria,1/4 Hoagland,L2,4,3,12.922
61,B73,No Bacteria,1/4 Hoagland,L3,4,3,23.802
61,B73,No Bacteria,1/4 Hoagland,L4,4,3,28.822
61,B73,No Bacteria,1/4 Hoagland,L5,4,3,17.499
62,B73,No Bacteria,1/4 Hoagland,L1,4,3,9.199
62,B73,No Bacteria,1/4 Hoagland,L2,4,3,5.777
62,B73,No Bacteria,1/4 Hoagland,L3,4,3,18.35
62,B73,No Bacteria,1/4 Hoagland,L4,4,3,17.257
62,B73,No Bacteria,1/4 Hoagland,L5,4,3,7.279
63,B73,No Bacteria,1/4 Hoagland,L1,4,3,4.651
63,B73,No Bacteria,1/4 Hoagland,L2,4,3,14.676
63,B73,No Bacteria,1/4 Hoagland,L3,4,3,24.596
63,B73,No Bacteria,1/4 Hoagland,L4,4,3,26.272
63,B73,No Bacteria,1/4 Hoagland,L5,4,3,16.878
64,B73,No Bacteria,1/4 Hoagland,L1,4,3,6.082
64,B73,No Bacteria,1/4 Hoagland,L2,4,3,14.08
64,B73,No Bacteria,1/4 Hoagland,L3,4,3,17.164
64,B73,No Bacteria,1/4 Hoagland,L4,4,3,24.814
64,B73,No Bacteria,1/4 Hoagland,L5,4,3,9.622
65,B73,No Bacteria,1/4 Hoagland,L1,4,3,5.279
65,B73,No Bacteria,1/4 Hoagland,L2,4,3,11.237
65,B73,No Bacteria,1/4 Hoagland,L3,4,3,29.401
65,B73,No Bacteria,1/4 Hoagland,L4,4,3,17.348
65,B73,No Bacteria,1/4 Hoagland,L5,4,3,7.485
66,B73,No Bacteria,1/4 Hoagland,L1,4,3,6.195
66,B73,No Bacteria,1/4 Hoagland,L2,4,3,17.137
66,B73,No Bacteria,1/4 Hoagland,L3,4,3,22.757
66,B73,No Bacteria,1/4 Hoagland,L4,4,3,24.52
66,B73,No Bacteria,1/4 Hoagland,L5,4,3,10.598
67,B73,Full syncom,1/4 Hoagland,L1,4,4,5.414
67,B73,Full syncom,1/4 Hoagland,L2,4,4,12.737
67,B73,Full syncom,1/4 Hoagland,L3,4,4,23.882
67,B73,Full syncom,1/4 Hoagland,L4,4,4,27.497
67,B73,Full syncom,1/4 Hoagland,L5,4,4,13.564
68,B73,Full syncom,1/4 Hoagland,L1,4,4,6.305
68,B73,Full syncom,1/4 Hoagland,L2,4,4,12.869
68,B73,Full syncom,1/4 Hoagland,L3,4,4,23.551
68,B73,Full syncom,1/4 Hoagland,L4,4,4,27.013
68,B73,Full syncom,1/4 Hoagland,L5,4,4,13.849
69,B73,Full syncom,1/4 Hoagland,L1,4,4,2.891
69,B73,Full syncom,1/4 Hoagland,L2,4,4,17.582
69,B73,Full syncom,1/4 Hoagland,L3,4,4,25.49
69,B73,Full syncom,1/4 Hoagland,L4,4,4,24.11
69,B73,Full syncom,1/4 Hoagland,L5,4,4,12.013
70,B73,Full syncom,1/4 Hoagland,L1,4,4,2.201
70,B73,Full syncom,1/4 Hoagland,L2,4,4,8.519
70,B73,Full syncom,1/4 Hoagland,L3,4,4,21.49
70,B73,Full syncom,1/4 Hoagland,L4,4,4,28.845
70,B73,Full syncom,1/4 Hoagland,L5,4,4,13.466
71,B73,Full syncom,1/4 Hoagland,L1,4,4,4.58
71,B73,Full syncom,1/4 Hoagland,L2,4,4,8.213
71,B73,Full syncom,1/4 Hoagland,L3,4,4,28.947
71,B73,Full syncom,1/4 Hoagland,L4,4,4,31.834
71,B73,Full syncom,1/4 Hoagland,L5,4,4,14.734
72,B73,Full syncom,1/4 Hoagland,L1,4,4,4.614
72,B73,Full syncom,1/4 Hoagland,L2,4,4,11.129
72,B73,Full syncom,1/4 Hoagland,L3,4,4,23.861
72,B73,Full syncom,1/4 Hoagland,L4,4,4,27.812
72,B73,Full syncom,1/4 Hoagland,L5,4,4,15.644
1,B73,No Bacteria,Full Hoagland,L1,5,1,NA
1,B73,No Bacteria,Full Hoagland,L2,5,1,NA
1,B73,No Bacteria,Full Hoagland,L3,5,1,NA
1,B73,No Bacteria,Full Hoagland,L4,5,1,NA
1,B73,No Bacteria,Full Hoagland,L5,5,1,NA
1,B73,No Bacteria,Full Hoagland,L6,5,1,NA
2,B73,No Bacteria,Full Hoagland,L1,5,1,5.58
2,B73,No Bacteria,Full Hoagland,L2,5,1,11.572
2,B73,No Bacteria,Full Hoagland,L3,5,1,23.159
2,B73,No Bacteria,Full Hoagland,L4,5,1,18.824
2,B73,No Bacteria,Full Hoagland,L5,5,1,10.164
3,B73,No Bacteria,Full Hoagland,L1,5,1,4.804
3,B73,No Bacteria,Full Hoagland,L2,5,1,15.006
3,B73,No Bacteria,Full Hoagland,L3,5,1,28.579
3,B73,No Bacteria,Full Hoagland,L4,5,1,35.649
3,B73,No Bacteria,Full Hoagland,L5,5,1,17.735
4,B73,No Bacteria,Full Hoagland,L1,5,1,3.057
4,B73,No Bacteria,Full Hoagland,L2,5,1,14.294
4,B73,No Bacteria,Full Hoagland,L3,5,1,21.626
4,B73,No Bacteria,Full Hoagland,L4,5,1,26.735
4,B73,No Bacteria,Full Hoagland,L5,5,1,13.988
5,B73,No Bacteria,Full Hoagland,L1,5,1,3.818
5,B73,No Bacteria,Full Hoagland,L2,5,1,14.688
5,B73,No Bacteria,Full Hoagland,L3,5,1,28.933
5,B73,No Bacteria,Full Hoagland,L4,5,1,35.077
5,B73,No Bacteria,Full Hoagland,L5,5,1,16.824
6,B73,No Bacteria,Full Hoagland,L1,5,1,4.78
6,B73,No Bacteria,Full Hoagland,L2,5,1,11.522
6,B73,No Bacteria,Full Hoagland,L3,5,1,19.869
6,B73,No Bacteria,Full Hoagland,L4,5,1,32.257
6,B73,No Bacteria,Full Hoagland,L5,5,1,18.382
7,B73,Full syncom,Full Hoagland,L1,5,2,5.596
7,B73,Full syncom,Full Hoagland,L2,5,2,13.007
7,B73,Full syncom,Full Hoagland,L3,5,2,24.833
7,B73,Full syncom,Full Hoagland,L4,5,2,28.257
7,B73,Full syncom,Full Hoagland,L5,5,2,14.995
8,B73,Full syncom,Full Hoagland,L1,5,2,5.594
8,B73,Full syncom,Full Hoagland,L2,5,2,11.458
8,B73,Full syncom,Full Hoagland,L3,5,2,23.931
8,B73,Full syncom,Full Hoagland,L4,5,2,31.434
8,B73,Full syncom,Full Hoagland,L5,5,2,20.362
9,B73,Full syncom,Full Hoagland,L1,5,2,3.95
9,B73,Full syncom,Full Hoagland,L2,5,2,10.295
9,B73,Full syncom,Full Hoagland,L3,5,2,27.52
9,B73,Full syncom,Full Hoagland,L4,5,2,35.755
9,B73,Full syncom,Full Hoagland,L5,5,2,25.045
10,B73,Full syncom,Full Hoagland,L1,5,2,6.849
10,B73,Full syncom,Full Hoagland,L2,5,2,11.352
10,B73,Full syncom,Full Hoagland,L3,5,2,28.172
10,B73,Full syncom,Full Hoagland,L4,5,2,35.897
10,B73,Full syncom,Full Hoagland,L5,5,2,20.021
11,B73,Full syncom,Full Hoagland,L1,5,2,4.772
11,B73,Full syncom,Full Hoagland,L2,5,2,15.617
11,B73,Full syncom,Full Hoagland,L3,5,2,29.558
11,B73,Full syncom,Full Hoagland,L4,5,2,36.189
11,B73,Full syncom,Full Hoagland,L5,5,2,23.015
12,B73,Full syncom,Full Hoagland,L1,5,2,4.884
12,B73,Full syncom,Full Hoagland,L2,5,2,12.888
12,B73,Full syncom,Full Hoagland,L3,5,2,24.854
12,B73,Full syncom,Full Hoagland,L4,5,2,32.094
12,B73,Full syncom,Full Hoagland,L5,5,2,16.276
13,B73,No Bacteria,1/4 Hoagland,L1,5,3,3.658
13,B73,No Bacteria,1/4 Hoagland,L2,5,3,12.198
13,B73,No Bacteria,1/4 Hoagland,L3,5,3,19.604
13,B73,No Bacteria,1/4 Hoagland,L4,5,3,25.44
13,B73,No Bacteria,1/4 Hoagland,L5,5,3,12.514
14,B73,No Bacteria,1/4 Hoagland,L1,5,3,4.57
14,B73,No Bacteria,1/4 Hoagland,L2,5,3,11.728
14,B73,No Bacteria,1/4 Hoagland,L3,5,3,16.536
14,B73,No Bacteria,1/4 Hoagland,L4,5,3,21.297
14,B73,No Bacteria,1/4 Hoagland,L5,5,3,8.603
15,B73,No Bacteria,1/4 Hoagland,L1,5,3,3.5
15,B73,No Bacteria,1/4 Hoagland,L2,5,3,11.377
15,B73,No Bacteria,1/4 Hoagland,L3,5,3,23.092
15,B73,No Bacteria,1/4 Hoagland,L4,5,3,26.977
15,B73,No Bacteria,1/4 Hoagland,L5,5,3,14.877
16,B73,No Bacteria,1/4 Hoagland,L1,5,3,4.65
16,B73,No Bacteria,1/4 Hoagland,L2,5,3,12.523
16,B73,No Bacteria,1/4 Hoagland,L3,5,3,23.127
16,B73,No Bacteria,1/4 Hoagland,L4,5,3,24.903
16,B73,No Bacteria,1/4 Hoagland,L5,5,3,15.875
17,B73,No Bacteria,1/4 Hoagland,L1,5,3,2.24
17,B73,No Bacteria,1/4 Hoagland,L2,5,3,13.314
17,B73,No Bacteria,1/4 Hoagland,L3,5,3,19.503
17,B73,No Bacteria,1/4 Hoagland,L4,5,3,30.9
17,B73,No Bacteria,1/4 Hoagland,L5,5,3,16.047
18,B73,No Bacteria,1/4 Hoagland,L1,5,3,4.8
18,B73,No Bacteria,1/4 Hoagland,L2,5,3,13.744
18,B73,No Bacteria,1/4 Hoagland,L3,5,3,23.798
18,B73,No Bacteria,1/4 Hoagland,L4,5,3,31.803
18,B73,No Bacteria,1/4 Hoagland,L5,5,3,18.202
19,B73,Full syncom,1/4 Hoagland,L1,5,4,NA
19,B73,Full syncom,1/4 Hoagland,L2,5,4,NA
19,B73,Full syncom,1/4 Hoagland,L3,5,4,NA
19,B73,Full syncom,1/4 Hoagland,L4,5,4,NA
19,B73,Full syncom,1/4 Hoagland,L5,5,4,NA
20,B73,Full syncom,1/4 Hoagland,L1,5,4,5.13
20,B73,Full syncom,1/4 Hoagland,L2,5,4,13.142
20,B73,Full syncom,1/4 Hoagland,L3,5,4,22.021
20,B73,Full syncom,1/4 Hoagland,L4,5,4,28.302
20,B73,Full syncom,1/4 Hoagland,L5,5,4,11.036
21,B73,Full syncom,1/4 Hoagland,L1,5,4,5.349
21,B73,Full syncom,1/4 Hoagland,L2,5,4,10.734
21,B73,Full syncom,1/4 Hoagland,L3,5,4,21.07
21,B73,Full syncom,1/4 Hoagland,L4,5,4,26.795
21,B73,Full syncom,1/4 Hoagland,L5,5,4,28.574
22,B73,Full syncom,1/4 Hoagland,L1,5,4,5.309
22,B73,Full syncom,1/4 Hoagland,L2,5,4,10.72
22,B73,Full syncom,1/4 Hoagland,L3,5,4,22.801
22,B73,Full syncom,1/4 Hoagland,L4,5,4,27.813
22,B73,Full syncom,1/4 Hoagland,L5,5,4,14.127
23,B73,Full syncom,1/4 Hoagland,L1,5,4,3.118
23,B73,Full syncom,1/4 Hoagland,L2,5,4,9.453
23,B73,Full syncom,1/4 Hoagland,L3,5,4,25.23
23,B73,Full syncom,1/4 Hoagland,L4,5,4,30.468
23,B73,Full syncom,1/4 Hoagland,L5,5,4,17.153
24,B73,Full syncom,1/4 Hoagland,L1,5,4,6.824
24,B73,Full syncom,1/4 Hoagland,L2,5,4,13.639
24,B73,Full syncom,1/4 Hoagland,L3,5,4,25.755
24,B73,Full syncom,1/4 Hoagland,L4,5,4,27.812
24,B73,Full syncom,1/4 Hoagland,L5,5,4,15.256
49,B73,No Bacteria,Full Hoagland,L1,6,1,4.62942
49,B73,No Bacteria,Full Hoagland,L2,6,1,12.92823
49,B73,No Bacteria,Full Hoagland,L3,6,1,18.83135
49,B73,No Bacteria,Full Hoagland,L4,6,1,23.70757
49,B73,No Bacteria,Full Hoagland,L5,6,1,17.17399
50,B73,No Bacteria,Full Hoagland,L1,6,1,4.58253
50,B73,No Bacteria,Full Hoagland,L2,6,1,13.13954
50,B73,No Bacteria,Full Hoagland,L3,6,1,25.91292
50,B73,No Bacteria,Full Hoagland,L4,6,1,27.84176
50,B73,No Bacteria,Full Hoagland,L5,6,1,17.91395
51,B73,No Bacteria,Full Hoagland,L1,6,1,8.30863
51,B73,No Bacteria,Full Hoagland,L2,6,1,12.74074
51,B73,No Bacteria,Full Hoagland,L3,6,1,27.30066
51,B73,No Bacteria,Full Hoagland,L4,6,1,31.3548
51,B73,No Bacteria,Full Hoagland,L5,6,1,18.15561
52,B73,No Bacteria,Full Hoagland,L1,6,1,5.03382
52,B73,No Bacteria,Full Hoagland,L2,6,1,14.60646
52,B73,No Bacteria,Full Hoagland,L3,6,1,30.99281
52,B73,No Bacteria,Full Hoagland,L4,6,1,34.11186
52,B73,No Bacteria,Full Hoagland,L5,6,1,19.56295
53,B73,No Bacteria,Full Hoagland,L1,6,1,6.6195
53,B73,No Bacteria,Full Hoagland,L2,6,1,16.26293
53,B73,No Bacteria,Full Hoagland,L3,6,1,28.11119
53,B73,No Bacteria,Full Hoagland,L4,6,1,33.47126
53,B73,No Bacteria,Full Hoagland,L5,6,1,20.4999
54,B73,No Bacteria,Full Hoagland,L1,6,1,6.01158
54,B73,No Bacteria,Full Hoagland,L2,6,1,16.83336
54,B73,No Bacteria,Full Hoagland,L3,6,1,30.82467
54,B73,No Bacteria,Full Hoagland,L4,6,1,37.16877
54,B73,No Bacteria,Full Hoagland,L5,6,1,19.55818
55,B73,Full syncom,Full Hoagland,L1,6,2,6.22995
55,B73,Full syncom,Full Hoagland,L2,6,2,17.17851
55,B73,Full syncom,Full Hoagland,L3,6,2,31.43118
55,B73,Full syncom,Full Hoagland,L4,6,2,33.86972
55,B73,Full syncom,Full Hoagland,L5,6,2,20.46595
56,B73,Full syncom,Full Hoagland,L1,6,2,6.90984
56,B73,Full syncom,Full Hoagland,L2,6,2,17.84951
56,B73,Full syncom,Full Hoagland,L3,6,2,34.08409
56,B73,Full syncom,Full Hoagland,L4,6,2,36.73423
56,B73,Full syncom,Full Hoagland,L5,6,2,25.34105
57,B73,Full syncom,Full Hoagland,L1,6,2,3.836
57,B73,Full syncom,Full Hoagland,L2,6,2,17.38214
57,B73,Full syncom,Full Hoagland,L3,6,2,26.48533
57,B73,Full syncom,Full Hoagland,L4,6,2,30.59433
57,B73,Full syncom,Full Hoagland,L5,6,2,19.95469
58,B73,Full syncom,Full Hoagland,L1,6,2,6.92691
58,B73,Full syncom,Full Hoagland,L2,6,2,18.82996
58,B73,Full syncom,Full Hoagland,L3,6,2,33.73042
58,B73,Full syncom,Full Hoagland,L4,6,2,38.2479
58,B73,Full syncom,Full Hoagland,L5,6,2,20.33968
59,B73,Full syncom,Full Hoagland,L1,6,2,4.71169
59,B73,Full syncom,Full Hoagland,L2,6,2,16.89472
59,B73,Full syncom,Full Hoagland,L3,6,2,30.03321
59,B73,Full syncom,Full Hoagland,L4,6,2,33.06659
59,B73,Full syncom,Full Hoagland,L5,6,2,19.92155
60,B73,Full syncom,Full Hoagland,L1,6,2,5.33101
60,B73,Full syncom,Full Hoagland,L2,6,2,13.74771
60,B73,Full syncom,Full Hoagland,L3,6,2,24.12359
60,B73,Full syncom,Full Hoagland,L4,6,2,30.21774
60,B73,Full syncom,Full Hoagland,L5,6,2,19.42374
61,B73,No Bacteria,1/4 Hoagland,L1,6,3,6.09508
61,B73,No Bacteria,1/4 Hoagland,L2,6,3,14.27629
61,B73,No Bacteria,1/4 Hoagland,L3,6,3,21.83618
61,B73,No Bacteria,1/4 Hoagland,L4,6,3,26.77879
61,B73,No Bacteria,1/4 Hoagland,L5,6,3,12.48864
62,B73,No Bacteria,1/4 Hoagland,L1,6,3,6.16515
62,B73,No Bacteria,1/4 Hoagland,L2,6,3,12.37979
62,B73,No Bacteria,1/4 Hoagland,L3,6,3,23.93096
62,B73,No Bacteria,1/4 Hoagland,L4,6,3,29.86593
62,B73,No Bacteria,1/4 Hoagland,L5,6,3,15.4323
63,B73,No Bacteria,1/4 Hoagland,L1,6,3,3.93895
63,B73,No Bacteria,1/4 Hoagland,L2,6,3,12.25603
63,B73,No Bacteria,1/4 Hoagland,L3,6,3,25.44812
63,B73,No Bacteria,1/4 Hoagland,L4,6,3,29.51311
63,B73,No Bacteria,1/4 Hoagland,L5,6,3,17.01803
64,B73,No Bacteria,1/4 Hoagland,L1,6,3,5.11459
64,B73,No Bacteria,1/4 Hoagland,L2,6,3,12.06101
64,B73,No Bacteria,1/4 Hoagland,L3,6,3,28.91453
64,B73,No Bacteria,1/4 Hoagland,L4,6,3,30.90531
64,B73,No Bacteria,1/4 Hoagland,L5,6,3,17.74709
65,B73,No Bacteria,1/4 Hoagland,L1,6,3,6.82951
65,B73,No Bacteria,1/4 Hoagland,L2,6,3,14.99079
65,B73,No Bacteria,1/4 Hoagland,L3,6,3,26.29281
65,B73,No Bacteria,1/4 Hoagland,L4,6,3,30.84161
65,B73,No Bacteria,1/4 Hoagland,L5,6,3,16.27708
66,B73,No Bacteria,1/4 Hoagland,L1,6,3,5.82451
66,B73,No Bacteria,1/4 Hoagland,L2,6,3,16.29231
66,B73,No Bacteria,1/4 Hoagland,L3,6,3,28.78288
66,B73,No Bacteria,1/4 Hoagland,L4,6,3,29.05085
66,B73,No Bacteria,1/4 Hoagland,L5,6,3,16.66681
67,B73,Full syncom,1/4 Hoagland,L1,6,4,6.03209
67,B73,Full syncom,1/4 Hoagland,L2,6,4,12.71656
67,B73,Full syncom,1/4 Hoagland,L3,6,4,24.50491
67,B73,Full syncom,1/4 Hoagland,L4,6,4,31.00482
67,B73,Full syncom,1/4 Hoagland,L5,6,4,16.00852
68,B73,Full syncom,1/4 Hoagland,L1,6,4,5.03109
68,B73,Full syncom,1/4 Hoagland,L2,6,4,11.76545
68,B73,Full syncom,1/4 Hoagland,L3,6,4,23.42078
68,B73,Full syncom,1/4 Hoagland,L4,6,4,29.34856
68,B73,Full syncom,1/4 Hoagland,L5,6,4,15.11563
69,B73,Full syncom,1/4 Hoagland,L1,6,4,1.97886
69,B73,Full syncom,1/4 Hoagland,L2,6,4,9.05577
69,B73,Full syncom,1/4 Hoagland,L3,6,4,23.40928
69,B73,Full syncom,1/4 Hoagland,L4,6,4,30.50479
69,B73,Full syncom,1/4 Hoagland,L5,6,4,16.88866
70,B73,Full syncom,1/4 Hoagland,L1,6,4,5.5979
70,B73,Full syncom,1/4 Hoagland,L2,6,4,9.81326
70,B73,Full syncom,1/4 Hoagland,L3,6,4,21.07068
70,B73,Full syncom,1/4 Hoagland,L4,6,4,33.1475
70,B73,Full syncom,1/4 Hoagland,L5,6,4,17.08789
71,B73,Full syncom,1/4 Hoagland,L1,6,4,4.20507
71,B73,Full syncom,1/4 Hoagland,L2,6,4,12.61276
71,B73,Full syncom,1/4 Hoagland,L3,6,4,23.74558
71,B73,Full syncom,1/4 Hoagland,L4,6,4,35.85955
71,B73,Full syncom,1/4 Hoagland,L5,6,4,16.08056
72,B73,Full syncom,1/4 Hoagland,L1,6,4,4.59526
72,B73,Full syncom,1/4 Hoagland,L2,6,4,21.65613
72,B73,Full syncom,1/4 Hoagland,L3,6,4,25.20114
72,B73,Full syncom,1/4 Hoagland,L4,6,4,31.51599
72,B73,Full syncom,1/4 Hoagland,L5,6,4,16.28738
